,ema3,ema13,ema144,high,low,close,open,start,end,buy,sell,loss,balance,date
1496365200.0,2392.2272857142857,2384.5750262703345,,2393.718,2371.154,2374.96,2391.914,1496365200.0,1496367000.0,,,,500.0,2017-06-02 06:00:00
1496367000.0,2381.8064285714286,2383.712484570345,,2397.0,2372.649,2396.816,2372.649,1496367000.0,1496368800.0,,,,500.0,2017-06-02 06:30:00
1496368800.0,2390.129857142857,2386.2925617417845,,2414.289,2396.999,2403.228,2396.999,1496368800.0,1496370600.0,,,,500.0,2017-06-02 07:00:00
1496370600.0,2397.3577142857143,2389.3847114615296,,2419.945,2401.227,2405.903,2403.175,1496370600.0,1496372400.0,,,,500.0,2017-06-02 07:30:00
1496372400.0,2403.8405714285714,2392.091929670836,,2417.998,2402.09,2408.819,2406.121,1496372400.0,1496374200.0,,,,500.0,2017-06-02 08:00:00
1496374200.0,2407.1871428571426,2395.0659277894356,,2424.506,2406.888,2420.789,2408.818,1496374200.0,1496376000.0,,,,500.0,2017-06-02 08:30:00
1496376000.0,2415.2424285714287,2399.481784484436,,2430.0,2410.11,2429.382,2420.789,1496376000.0,1496377800.0,,,,500.0,2017-06-02 09:00:00
1496377800.0,2423.9892857142863,2404.8523219498925,,2429.38,2418.5,2420.8,2429.38,1496377800.0,1496379600.0,,,,500.0,2017-06-02 09:30:00
1496379600.0,2423.2504285714285,2408.205623874703,,2422.209,2393.393,2407.04,2420.1,1496379600.0,1496381400.0,,,,500.0,2017-06-02 10:00:00
1496381400.0,2414.1631428571427,2408.7887406581294,,2431.999,2407.039,2420.709,2407.046,1496381400.0,1496383200.0,,,,500.0,2017-06-02 10:30:00
1496383200.0,2416.8165714285715,2411.236617500471,,2429.999,2416.778,2426.991,2420.709,1496383200.0,1496385000.0,,,,500.0,2017-06-02 11:00:00
1496385000.0,2422.346,2414.0884201543663,,2442.014,2427.01,2441.95,2427.667,1496385000.0,1496386800.0,,,,500.0,2017-06-02 11:30:00
1496386800.0,2434.6415714285713,2419.3283122178864,,2448.161,2424.848,2443.277,2441.95,1496386800.0,1496388600.0,,,,500.0,2017-06-02 12:00:00
1496388600.0,2440.5712857142858,2423.8524597353066,,2449.073,2430.945,2432.899,2443.278,1496388600.0,1496390400.0,,,,500.0,2017-06-02 12:30:00
1496390400.0,2437.157142857143,2426.434403156564,,2438.956,2411.445,2420.242,2435.0,1496390400.0,1496392200.0,,,,500.0,2017-06-02 13:00:00
1496392200.0,2427.149,2426.0711796366936,,2421.379,2411.57,2417.072,2418.54,1496392200.0,1496394000.0,,,,500.0,2017-06-02 13:30:00
1496394000.0,2420.2387142857147,2425.0937161484253,,2423.809,2411.59,2418.879,2416.0,1496394000.0,1496395800.0,,,,500.0,2017-06-02 14:00:00
1496395800.0,2418.5574285714288,2424.4947136000337,,2442.053,2415.331,2439.0,2418.879,1496395800.0,1496397600.0,,,,500.0,2017-06-02 14:30:00
1496397600.0,2430.1185714285716,2427.2386526634764,,2441.962,2420.246,2423.0,2439.0,1496397600.0,1496399400.0,,,,500.0,2017-06-02 15:00:00
1496399400.0,2426.9827142857143,2426.6823423103133,,2433.668,2412.01,2422.209,2422.247,1496399400.0,1496401200.0,,,,500.0,2017-06-02 15:30:00
1496401200.0,2424.833714285714,2425.8836399609863,,2421.0,2407.118,2413.368,2412.502,1496401200.0,1496403000.0,,,,500.0,2017-06-02 16:00:00
1496403000.0,2417.27,2423.9302732403225,,2430.778,2410.123,2425.116,2413.368,1496403000.0,1496404800.0,,,,500.0,2017-06-02 16:30:00
1496404800.0,2421.3441428571427,2424.501990356311,,2438.346,2425.116,2431.025,2425.116,1496404800.0,1496406600.0,,,,500.0,2017-06-02 17:00:00
1496406600.0,2426.8142857142857,2425.663457822614,,2436.339,2417.067,2428.771,2431.026,1496406600.0,1496408400.0,,,,500.0,2017-06-02 17:30:00
1496408400.0,2428.8928571428573,2426.1470108687327,,2432.0,2411.41,2415.861,2428.771,1496408400.0,1496410200.0,,,,500.0,2017-06-02 18:00:00
1496410200.0,2421.7158571428567,2424.0969033709994,,2423.998,2385.3,2395.352,2415.861,1496410200.0,1496412000.0,,,,500.0,2017-06-02 18:30:00
1496412000.0,2405.9858571428567,2418.923795241333,,2415.77,2380.016,2401.711,2397.659,1496412000.0,1496413800.0,,,,500.0,2017-06-02 19:00:00
1496413800.0,2401.915571428571,2415.770655841847,,2439.092,2401.061,2403.128,2401.71,1496413800.0,1496415600.0,,,,500.0,2017-06-02 19:30:00
1496415600.0,2401.612285714286,2413.583646339956,,2416.782,2400.595,2416.196,2403.128,1496415600.0,1496417400.0,,,,500.0,2017-06-02 20:00:00
1496417400.0,2410.393,2413.937342101069,,2425.507,2410.002,2423.999,2416.197,1496417400.0,1496419200.0,,,,500.0,2017-06-02 20:30:00
1496419200.0,2418.788,2415.4886804866837,,2425.5,2418.964,2423.662,2424.0,1496419200.0,1496421000.0,,,,500.0,2017-06-02 21:00:00
1496421000.0,2422.6917142857137,2416.3149111689413,,2437.926,2420.805,2430.051,2421.51,1496421000.0,1496422800.0,,,,500.0,2017-06-02 21:30:00
1496422800.0,2427.3610000000003,2418.4341475994215,,2432.429,2398.721,2398.721,2430.051,1496422800.0,1496424600.0,,,,500.0,2017-06-02 22:00:00
1496424600.0,2411.2354285714287,2415.09519818569,,2417.933,2386.001,2417.933,2394.835,1496424600.0,1496426400.0,,,,500.0,2017-06-02 22:30:00
1496426400.0,2414.1749999999997,2415.602204187168,,2422.755,2406.606,2418.94,2417.931,1496426400.0,1496428200.0,,,,500.0,2017-06-02 23:00:00
1496428200.0,2415.7638571428574,2415.941569495724,,2424.059,2410.0,2413.653,2418.94,1496428200.0,1496430000.0,,,,500.0,2017-06-02 23:30:00
1496430000.0,2415.775,2415.227972736735,,2426.948,2402.0,2409.701,2413.65,1496430000.0,1496431800.0,,,,500.0,2017-06-03 00:00:00
1496431800.0,2412.15,2414.0139536135453,,2417.85,2405.002,2417.02,2409.7,1496431800.0,1496433600.0,,,,500.0,2017-06-03 00:30:00
1496433600.0,2414.4478571428576,2414.4691853187983,,2429.0,2410.89,2428.999,2417.02,1496433600.0,1496435400.0,,,,500.0,2017-06-03 01:00:00
1496435400.0,2422.8195714285716,2417.293773110869,,2433.617,2423.5,2431.655,2429.0,1496435400.0,1496437200.0,,,,500.0,2017-06-03 01:30:00
1496437200.0,2428.8054285714284,2420.0118572034644,,2440.998,2426.57,2440.98,2431.523,1496437200.0,1496439000.0,,,,500.0,2017-06-03 02:00:00
1496439000.0,2436.604142857143,2423.849799177065,,2445.0,2425.982,2442.77,2440.998,1496439000.0,1496440800.0,,,,500.0,2017-06-03 02:30:00
1496440800.0,2440.6707142857144,2427.1441572971116,,2448.0,2440.0,2445.137,2442.773,1496440800.0,1496442600.0,,,,500.0,2017-06-03 03:00:00
1496442600.0,2443.866857142857,2430.1850436123186,,2465.9,2443.639,2465.249,2445.138,1496442600.0,1496444400.0,,,,500.0,2017-06-03 03:30:00
1496444400.0,2456.2914285714287,2436.119805212762,,2479.0,2462.453,2466.489,2465.249,1496444400.0,1496446200.0,,,,500.0,2017-06-03 04:00:00
1496446200.0,2463.084428571429,2441.269282429685,,2497.65,2466.489,2485.432,2466.489,1496446200.0,1496448000.0,,,,500.0,2017-06-03 04:30:00
1496448000.0,2477.1364285714285,2449.508217004766,,2496.839,2480.0,2482.99,2485.431,1496448000.0,1496449800.0,,,,500.0,2017-06-03 05:00:00
1496449800.0,2481.3304285714285,2455.739338669812,,2490.245,2480.595,2488.1,2482.99,1496449800.0,1496451600.0,,,,500.0,2017-06-03 05:30:00
1496451600.0,2486.258857142857,2461.901622848499,,2490.0,2475.007,2475.008,2489.0,1496451600.0,1496453400.0,,,,500.0,2017-06-03 06:00:00
1496453400.0,2479.888857142857,2465.139574778531,,2494.622,2471.47,2491.59,2475.009,1496453400.0,1496455200.0,,,,500.0,2017-06-03 06:30:00
1496455200.0,2486.3537142857144,2470.7408559410705,,2497.205,2486.568,2494.099,2488.839,1496455200.0,1496457000.0,,,,500.0,2017-06-03 07:00:00
1496457000.0,2490.6548571428575,2475.793323808354,,2496.95,2487.558,2492.018,2494.099,1496457000.0,1496458800.0,,,,500.0,2017-06-03 07:30:00
1496458800.0,2492.5514285714285,2479.5137836027106,,2497.65,2488.793,2491.762,2492.018,1496458800.0,1496460600.0,,,,500.0,2017-06-03 08:00:00
1496460600.0,2492.1690000000003,2482.601363709629,,2494.546,2470.0,2474.196,2491.762,1496460600.0,1496462400.0,,,,500.0,2017-06-03 08:30:00
1496462400.0,2481.7608571428573,2482.1399044393106,,2485.0,2470.0,2478.0,2471.54,1496462400.0,1496464200.0,,,,500.0,2017-06-03 09:00:00
1496464200.0,2478.879142857143,2482.3326232107315,,2478.23,2450.409,2464.029,2473.88,1496464200.0,1496466000.0,,,,500.0,2017-06-03 09:30:00
1496466000.0,2469.4731428571426,2480.1383096393492,,2473.646,2459.0,2471.92,2459.363,1496466000.0,1496467800.0,,,,500.0,2017-06-03 10:00:00
1496467800.0,2470.534,2479.1127455599913,,2478.23,2462.177,2463.004,2467.549,1496467800.0,1496469600.0,,,,500.0,2017-06-03 10:30:00
1496469600.0,2465.6978571428576,2476.7339286122665,,2484.999,2463.001,2472.979,2467.06,1496469600.0,1496471400.0,,,,500.0,2017-06-03 11:00:00
1496471400.0,2469.977714285714,2475.9203368965354,,2494.917,2466.52,2493.436,2472.209,1496471400.0,1496473200.0,,,,500.0,2017-06-03 11:30:00
1496473200.0,2483.243714285714,2478.655076910776,,2498.0,2489.145,2490.164,2493.437,1496473200.0,1496475000.0,,,,500.0,2017-06-03 12:00:00
1496475000.0,2488.6438571428575,2480.3451483758654,,2500.0,2485.563,2496.0,2495.907,1496475000.0,1496476800.0,,,,500.0,2017-06-03 12:30:00
1496476800.0,2493.966285714286,2483.048786362386,,2500.0,2492.264,2499.218,2496.005,1496476800.0,1496478600.0,,,,500.0,2017-06-03 13:00:00
1496478600.0,2497.005142857143,2485.5284546606517,,2500.0,2489.501,2493.612,2499.199,1496478600.0,1496480400.0,,,,500.0,2017-06-03 13:30:00
1496480400.0,2495.5548571428567,2486.6724074223057,,2502.579,2492.1,2502.579,2493.612,1496480400.0,1496482200.0,,,,500.0,2017-06-03 14:00:00
1496482200.0,2499.5368571428576,2489.1798398374976,,2526.854,2499.0,2520.621,2504.987,1496482200.0,1496484000.0,,,,500.0,2017-06-03 14:30:00
1496484000.0,2511.6077142857143,2494.3137649496593,,2528.603,2511.02,2527.968,2520.621,1496484000.0,1496485800.0,,,,500.0,2017-06-03 15:00:00
1496485800.0,2522.241857142857,2500.3183461052186,,2533.999,2521.801,2533.999,2527.968,1496485800.0,1496487600.0,,,,500.0,2017-06-03 15:30:00
1496487600.0,2530.3647142857144,2506.3762689582095,,2534.975,2517.883,2524.544,2534.0,1496487600.0,1496489400.0,,,,500.0,2017-06-03 16:00:00
1496489400.0,2527.7345714285716,2510.3185750971143,,2538.252,2516.817,2535.359,2519.96,1496489400.0,1496491200.0,,,,500.0,2017-06-03 16:30:00
1496491200.0,2532.0747142857144,2515.307775737947,,2538.113,2527.985,2527.985,2535.359,1496491200.0,1496493000.0,,,,500.0,2017-06-03 17:00:00
1496493000.0,2529.6002857142857,2518.5651260097256,,2535.986,2517.0,2520.011,2527.98,1496493000.0,1496494800.0,,,,500.0,2017-06-03 17:30:00
1496494800.0,2524.4818571428573,2519.8184968019464,,2535.0,2520.001,2532.957,2521.767,1496494800.0,1496496600.0,,,,500.0,2017-06-03 18:00:00
1496496600.0,2528.547857142857,2522.5750666935605,,2533.916,2517.0,2525.6,2532.957,1496496600.0,1496498400.0,,,,500.0,2017-06-03 18:30:00
1496498400.0,2526.903571428571,2523.7959187708734,,2538.0,2515.006,2529.891,2525.001,1496498400.0,1496500200.0,,,,500.0,2017-06-03 19:00:00
1496500200.0,2529.1029999999996,2525.420975484837,,2546.996,2529.891,2543.466,2529.891,1496500200.0,1496502000.0,,,,500.0,2017-06-03 19:30:00
1496502000.0,2537.0351428571425,2528.983688459513,,2545.0,2533.199,2545.0,2543.466,1496502000.0,1496503800.0,,,,500.0,2017-06-03 20:00:00
1496503800.0,2542.4032857142856,2532.4155042434613,,2572.588,2545.0,2569.111,2545.0,1496503800.0,1496505600.0,,,,500.0,2017-06-03 20:30:00
1496505600.0,2558.558571428571,2539.138557626377,,2572.793,2545.0,2545.003,2569.11,1496505600.0,1496507400.0,,,,500.0,2017-06-03 21:00:00
1496507400.0,2551.8905714285715,2540.519018834177,,2565.45,2531.002,2565.001,2545.003,1496507400.0,1496509200.0,,,,500.0,2017-06-03 21:30:00
1496509200.0,2559.8744285714283,2544.840708779465,,2588.773,2565.0,2581.142,2566.986,1496509200.0,1496511000.0,,,,500.0,2017-06-03 22:00:00
1496511000.0,2571.3675714285714,2551.07589547899,,2587.99,2577.374,2587.321,2577.374,1496511000.0,1496512800.0,,,,500.0,2017-06-03 22:30:00
1496512800.0,2582.3669999999997,2557.651030134748,,2588.0,2561.679,2572.181,2587.321,1496512800.0,1496514600.0,,,,500.0,2017-06-03 23:00:00
1496514600.0,2577.7868571428576,2560.5463078356775,,2580.733,2550.0,2554.67,2572.183,1496514600.0,1496516400.0,,,,500.0,2017-06-03 23:30:00
1496516400.0,2564.3375714285717,2560.300778164617,,2580.0,2551.253,2572.005,2554.67,1496516400.0,1496518200.0,,,,500.0,2017-06-04 00:00:00
1496518200.0,2567.077285714286,2563.130069212374,,2577.576,2557.001,2566.004,2572.002,1496518200.0,1496520000.0,,,,500.0,2017-06-04 00:30:00
1496520000.0,2566.0994285714287,2564.276176200445,,2574.999,2541.13,2559.989,2568.94,1496520000.0,1496521800.0,,,,500.0,2017-06-04 01:00:00
1496521800.0,2563.424142857143,2564.429137544408,2467.826658884308,2569.31,2546.86,2559.988,2550.289,1496521800.0,1496523600.0,,,,500.0,2017-06-04 01:30:00
1496523600.0,2560.8477142857146,2564.464574981109,2469.2968062032846,2569.342,2543.524,2548.49,2559.989,1496523600.0,1496525400.0,,,,500.0,2017-06-04 02:00:00
1496525400.0,2553.417857142857,2562.294314801359,2470.762267574074,2555.0,2532.01,2538.498,2548.49,1496525400.0,1496527200.0,,,,500.0,2017-06-04 02:30:00
1496527200.0,2544.422857142857,2558.750122630406,2472.0481244275315,2556.896,2536.5,2554.786,2538.491,1496527200.0,1496529000.0,,,,500.0,2017-06-04 03:00:00
1496529000.0,2549.2328571428575,2557.864979910457,2473.5760696633365,2572.253,2550.391,2563.0,2555.463,1496529000.0,1496530800.0,,,,500.0,2017-06-04 03:30:00
1496530800.0,2557.152857142857,2558.9991234409454,2475.213968594017,2568.38,2550.494,2555.0,2563.122,1496530800.0,1496532600.0,,,,500.0,2017-06-04 04:00:00
1496532600.0,2557.255142857143,2558.205222276544,2476.701660717595,2555.0,2538.555,2549.692,2555.0,1496532600.0,1496534400.0,,,,500.0,2017-06-04 04:30:00
1496534400.0,2553.1097142857143,2556.2890475352633,2478.0841603324834,2549.691,2494.658,2498.95,2549.691,1496534400.0,1496536200.0,,,,500.0,2017-06-04 05:00:00
1496536200.0,2521.4548571428572,2546.130832565396,2478.6381603261466,2546.846,2498.009,2517.877,2498.72,1496536200.0,1496538000.0,,,,500.0,2017-06-04 05:30:00
1496538000.0,2517.0142857142855,2540.8858964594224,2479.4864403098873,2532.01,2506.479,2516.117,2517.058,1496538000.0,1496539800.0,,,,500.0,2017-06-04 06:00:00
1496539800.0,2514.1674285714284,2536.4893871302115,2480.2949445585646,2516.008,2500.172,2503.105,2506.5,1496539800.0,1496541600.0,,,,500.0,2017-06-04 06:30:00
1496541600.0,2508.9330000000004,2530.1866433731752,2480.884731068069,2506.998,2481.198,2483.33,2503.104,1496541600.0,1496543400.0,,,,500.0,2017-06-04 07:00:00
1496543400.0,2493.663857142857,2521.6527160076503,2481.150934021579,2507.207,2480.0,2506.977,2483.33,1496543400.0,1496545200.0,,,,500.0,2017-06-04 07:30:00
1496545200.0,2499.667571428571,2518.376267600608,2481.790679487165,2520.821,2496.413,2507.767,2502.451,1496545200.0,1496547000.0,,,,500.0,2017-06-04 08:00:00
1496547000.0,2504.0502857142856,2515.6983461212217,2482.4342028682618,2516.491,2497.633,2510.96,2507.766,1496547000.0,1496548800.0,,,,500.0,2017-06-04 08:30:00
1496548800.0,2509.478714285714,2514.18611346278,2483.119784440667,2522.935,2491.239,2510.014,2511.389,1496548800.0,1496550600.0,,,,500.0,2017-06-04 09:00:00
1496550600.0,2509.963285714286,2512.956113034009,2483.7808192302164,2538.049,2506.317,2524.575,2507.993,1496550600.0,1496552400.0,,,,500.0,2017-06-04 09:30:00
1496552400.0,2518.4697142857144,2513.9435310104577,2484.665011728254,2532.826,2525.001,2531.97,2529.398,1496552400.0,1496554200.0,,,,500.0,2017-06-04 10:00:00
1496554200.0,2526.7205714285715,2515.828088909201,2485.6549726736475,2531.97,2518.997,2520.194,2531.97,1496554200.0,1496556000.0,0.16802712765683336,,,500.0,2017-06-04 10:30:00
1496556000.0,2524.1844285714283,2515.677094005942,2486.4434295614788,2522.98,2495.776,2515.224,2520.194,1496556000.0,1496557800.0,,,,498.633196826393,2017-06-04 11:00:00
1496557800.0,2519.036285714286,2514.845192857015,2487.128004755252,2531.23,2503.15,2529.597,2515.224,1496557800.0,1496559600.0,,,,497.649857056428,2017-06-04 11:30:00
1496559600.0,2524.1471428571426,2517.634721190469,2488.053975939743,2530.0,2513.365,2516.899,2525.55,1496559600.0,1496561400.0,,,,500.49362818594653,2017-06-04 12:00:00
1496561400.0,2520.287714285714,2517.5078502736733,2488.7573407839773,2525.0,2511.751,2522.808,2515.872,1496561400.0,1496563200.0,,,,497.9812643229655,2017-06-04 12:30:00
1496563200.0,2522.0895714285716,2518.4139398262423,2489.5227951242673,2536.715,2520.938,2536.096,2524.309,1496563200.0,1496565000.0,,,,499.150390017276,2017-06-04 13:00:00
1496565000.0,2529.557,2521.6742474463495,2490.420127884643,2569.974,2535.68,2551.402,2536.096,1496565000.0,1496566800.0,,,,501.779488380112,2017-06-04 13:30:00
1496566800.0,2542.944,2527.436185579091,2491.5362926833145,2570.0,2551.401,2570.0,2551.401,1496566800.0,1496568600.0,,,,504.807858303469,2017-06-04 14:00:00
1496568600.0,2559.842857142857,2534.9194684364224,2492.922939226248,2565.186,2531.364,2540.771,2560.291,1496568600.0,1496570400.0,,,,508.487567165,2017-06-04 14:30:00
1496570400.0,2550.6408571428574,2536.4899898890158,2493.8416276011453,2547.68,2533.198,2535.11,2540.771,1496570400.0,1496572200.0,,,,502.7044609001495,2017-06-04 15:00:00
1496572200.0,2541.711714285714,2536.830368449205,2494.663955292192,2539.548,2518.0,2528.127,2535.11,1496572200.0,1496574000.0,,,,501.58440326679505,2017-06-04 15:30:00
1496574000.0,2531.9284285714284,2535.990181207775,2495.391314780705,2550.956,2528.127,2545.224,2528.127,1496574000.0,1496575800.0,,0.1978550845,,500.2027812117315,2017-06-04 16:00:00
1496575800.0,2538.894285714286,2537.768894448094,2496.372528761945,2547.189,2535.0,2540.683,2545.223,1496575800.0,1496577600.0,0.1963295090846621,,,499.7025784305,2017-06-04 16:30:00
1496577600.0,2540.1867142857145,2538.37912532503,2497.233442257953,2550.838,2538.383,2546.12,2540.683,1496577600.0,1496579400.0,,,,498.3122351456668,2017-06-04 17:00:00
1496579400.0,2544.4385714285713,2540.0620139563425,2498.144471833879,2548.12,2535.0,2535.01,2548.12,1496579400.0,1496581200.0,,,,499.378611243152,2017-06-04 17:30:00
1496581200.0,2538.994714285714,2539.7806856761986,2498.858067923138,2543.207,2530.0,2533.887,2535.01,1496581200.0,1496583000.0,,0.1428345496,,497.1995716177961,2017-06-04 18:00:00
1496583000.0,2535.955428571429,2539.0342154940404,2499.5331263722496,2539.377,2512.739,2528.592,2536.019,1496583000.0,1496584800.0,,,,496.7023720462,2017-06-04 18:30:00
1496584800.0,2531.0217142857146,2537.8027280235947,2500.1003115695535,2529.414,2500.0,2519.082,2528.608,1496584800.0,1496586600.0,,,,496.7023720462,2017-06-04 19:00:00
1496586600.0,2523.9141428571425,2535.045406652976,2500.5557125783284,2549.874,2515.03,2527.501,2519.082,1496586600.0,1496588400.0,,,,496.7023720462,2017-06-04 19:30:00
1496588400.0,2525.2514285714287,2533.7763305817593,2501.161601912553,2538.296,2527.53,2528.07,2531.999,1496588400.0,1496590200.0,,,,496.7023720462,2017-06-04 20:00:00
1496590200.0,2526.6234285714286,2532.4418272064013,2501.8197344684763,2530.229,2520.001,2526.961,2528.049,1496590200.0,1496592000.0,,,,496.7023720462,2017-06-04 20:30:00
1496592000.0,2527.355,2530.7009089465273,2502.441025806003,2531.25,2511.392,2524.931,2520.969,1496592000.0,1496593800.0,,,,496.7023720462,2017-06-04 21:00:00
1496593800.0,2525.959428571429,2529.524076555788,2503.085478995853,2541.089,2524.089,2525.13,2531.0,1496593800.0,1496595600.0,,,,496.7023720462,2017-06-04 21:30:00
1496595600.0,2525.334714285714,2528.6742209265094,2503.7796271046595,2538.282,2525.001,2529.441,2525.121,1496595600.0,1496597400.0,,,,496.7023720462,2017-06-04 22:00:00
1496597400.0,2527.565,2528.8130072224913,2504.5533266734883,2534.9,2524.09,2528.804,2533.729,1496597400.0,1496599200.0,,,,496.7023720462,2017-06-04 22:30:00
1496599200.0,2528.461142857143,2528.446251409957,2505.2863841721355,2533.758,2515.183,2532.306,2527.002,1496599200.0,1496601000.0,0.1439221503379463,,,496.7023720462,2017-06-04 23:00:00
1496601000.0,2530.896142857143,2528.8111925206244,2506.035251711059,2534.005,2519.734,2525.457,2532.28,1496601000.0,1496602800.0,,,,496.8928372104144,2017-06-04 23:30:00
1496602800.0,2527.892,2527.872114284753,2506.677594050022,2525.457,2515.396,2522.568,2525.457,1496602800.0,1496604600.0,,,,495.5489162774568,2017-06-05 00:00:00
1496604600.0,2524.7845714285713,2526.8374551632087,2507.236927303536,2526.552,2500.001,2500.336,2522.976,1496604600.0,1496606400.0,,,0.1962214824,475.1654206485,2017-06-05 00:30:00
1496606400.0,2510.276714285714,2522.3047697419242,2507.416632988951,2504.894,2480.139,2490.792,2500.007,1496606400.0,1496608200.0,,,,475.1654206485,2017-06-05 01:00:00
1496608200.0,2498.058285714286,2516.9616098833126,2507.4042854748113,2506.201,2485.135,2506.201,2490.792,1496608200.0,1496610000.0,,,,475.1654206485,2017-06-05 01:30:00
1496610000.0,2500.9605714285717,2515.137680323543,2507.654598299799,2524.21,2503.874,2506.23,2505.003,1496610000.0,1496611800.0,,,,475.1654206485,2017-06-05 02:00:00
1496611800.0,2504.016285714286,2513.39171409332,2507.8912804936454,2528.619,2506.231,2514.399,2508.497,1496611800.0,1496613600.0,,,,475.1654206485,2017-06-05 02:30:00
1496613600.0,2510.8938571428566,2513.2313290344564,2508.271176203786,2522.91,2503.592,2518.005,2514.138,1496613600.0,1496615400.0,,,,475.1654206485,2017-06-05 03:00:00
1496615400.0,2515.2925714285716,2513.7139433596653,2508.71955183298,2531.175,2515.001,2523.301,2518.005,1496615400.0,1496617200.0,0.18870709972716496,,,475.1654206485,2017-06-05 03:30:00
1496617200.0,2520.5161428571423,2515.047243063736,2509.244365452603,2533.018,2520.002,2524.015,2522.997,1496617200.0,1496619000.0,,,,475.6886485659726,2017-06-05 04:00:00
1496619000.0,2522.9524285714288,2516.3035340227552,2509.743370310049,2534.9,2519.0,2522.768,2533.004,1496619000.0,1496620800.0,,,,475.823250698289,2017-06-05 04:30:00
1496620800.0,2523.2004285714283,2517.078504492416,2510.1880909569913,2538.768,2515.0,2535.449,2520.557,1496620800.0,1496622600.0,,,,475.5881682627168,2017-06-05 05:00:00
1496622600.0,2530.192428571429,2519.850762451883,2510.860537779164,2552.525,2526.023,2545.204,2533.0,1496622600.0,1496624400.0,,,,477.9787699992774,2017-06-05 05:30:00
1496624400.0,2539.2117142857146,2523.7597314850723,2511.6612511124085,2569.578,2545.204,2555.204,2545.204,1496624400.0,1496626200.0,,,,479.81776691909045,2017-06-05 06:00:00
1496626200.0,2549.5247142857147,2528.9138653571435,2512.650948573322,2573.999,2551.257,2563.494,2560.54,1496626200.0,1496628000.0,,,,481.7029508450904,2017-06-05 06:30:00
1496628000.0,2558.512571428572,2534.764797321077,2513.7120538017925,2567.479,2555.146,2560.001,2557.101,1496628000.0,1496629800.0,,,,483.26576831974444,2017-06-05 07:00:00
1496629800.0,2560.313714285715,2539.6979661999876,2514.688961032535,2565.001,2555.347,2562.41,2562.0,1496629800.0,1496631600.0,,,,482.60727357439265,2017-06-05 07:30:00
1496631600.0,2561.8765714285714,2544.5365840894115,2515.685047030508,2579.999,2562.41,2577.002,2562.41,1496631600.0,1496633400.0,,,,483.061414382166,2017-06-05 08:00:00
1496633400.0,2570.4041428571427,2550.7503578572464,2516.893868836034,2609.999,2577.003,2591.999,2577.003,1496633400.0,1496635200.0,,,,485.8122747669852,2017-06-05 08:30:00
1496635200.0,2583.4871428571428,2558.5520293250984,2518.2994070482187,2595.127,2582.253,2584.189,2585.458,1496635200.0,1496637000.0,,,,488.63948510080735,2017-06-05 09:00:00
1496637000.0,2585.3937142857144,2563.767808527478,2519.5424238584046,2595.123,2577.281,2579.422,2584.189,1496637000.0,1496638800.0,,,,487.16715645460135,2017-06-05 09:30:00
1496638800.0,2582.5807142857147,2567.3711139004035,2520.710779645063,2588.93,2570.0,2580.769,2577.514,1496638800.0,1496640600.0,,,,486.2684892770772,2017-06-05 10:00:00
1496640600.0,2580.8727142857138,2570.56419484643,2521.9142122361886,2585.244,2557.166,2564.843,2585.244,1496640600.0,1496642400.0,,,,486.52242355190936,2017-06-05 10:30:00
1496642400.0,2571.4759999999997,2570.6556127857098,2522.8174875860254,2579.56,2559.601,2570.18,2564.843,1496642400.0,1496644200.0,,,,483.5200796313618,2017-06-05 11:00:00
1496644200.0,2570.167857142857,2571.642943338285,2523.779877707963,2587.643,2562.44,2583.989,2566.0,1496644200.0,1496646000.0,,0.00458760259999999,,484.52620229266796,2017-06-05 11:30:00
1496646000.0,2577.3084285714285,2574.4870474777363,2524.9169798475805,2588.0,2577.0,2577.0,2583.988,1496646000.0,1496647800.0,0.16492807749539568,,,484.0416760904,2017-06-05 12:00:00
1496647800.0,2578.022571428571,2575.5537419398615,2525.924045373957,2583.995,2567.673,2567.714,2577.0,1496647800.0,1496649600.0,,,,482.24974026570004,2017-06-05 12:30:00
1496649600.0,2572.692142857143,2574.712220828827,2526.7914949745987,2578.995,2562.507,2578.176,2567.713,1496649600.0,1496651400.0,,0.012636104100000007,,480.5119944030274,2017-06-05 13:00:00
1496651400.0,2575.0188571428566,2575.5338318591685,2527.8411921233205,2580.0,2561.739,2574.998,2578.177,1496651400.0,1496653200.0,,,,480.0314824086,2017-06-05 13:30:00
1496653200.0,2574.8654285714283,2575.791081015256,2528.8325589376564,2577.685,2562.0,2566.21,2574.998,1496653200.0,1496655000.0,,,,480.0314824086,2017-06-05 14:00:00
1496655000.0,2570.430285714286,2574.5069338680264,2529.666165619862,2585.239,2565.177,2585.239,2565.177,1496655000.0,1496656800.0,,,,480.0314824086,2017-06-05 14:30:00
1496656800.0,2578.3391428571426,2576.2234216598335,2530.7483858525093,2597.993,2575.55,2596.45,2585.212,1496656800.0,1496658600.0,0.18568166518012455,,,480.0314824086,2017-06-05 15:00:00
1496658600.0,2588.926857142857,2579.212001232214,2532.029056057345,2597.0,2587.34,2591.679,2595.663,1496658600.0,1496660400.0,,,,481.63104635857496,2017-06-05 15:30:00
1496660400.0,2592.122142857143,2581.159710149229,2533.2176629896226,2597.0,2583.072,2588.979,2591.678,1496660400.0,1496662200.0,,,,480.7460450212965,2017-06-05 16:00:00
